code,name,price,trend,momentum,volatility,volume,sr,pattern,sentiment,raw,adj,final,zone,action,weekly_raw,g5,g10,ext,rsi,dist_flags,mct,sector,mcap,avgvol
TRVG,Trivago NV,6.69,18,11,5,15,6,12,5,72,5.0,82.0,Strong,Enter w/ confidence,72,18.4,14.4,16.1,66.7,2,,Communication Services,303307584.0,51995.12
NWPP,New Peoples Bankshares Inc,4.9,18,11,9,16,6,11,5,76,-1.0,80.0,Strong,Enter w/ confidence,74,2.4,2.9,2.9,76.6,0,,Financial Services,102230944.0,0.0
PERF,Perfect Corp.,1.94,16,12,6,16,6,7,5,68,1.0,70.0,Strong,Enter w/ confidence,61,1.0,2.1,1.4,63.9,0,,Technology,170087280.0,147853.18
DRTSW,Alpha Tau Medical Ltd. Warrant,4.37,16,11,10,18,6,12,5,78,-12.0,69.0,Moderate,Enter w/ caution,66,9.3,16.2,11.7,60.1,2,,nan,nan,33571.08
PSHG,Performance Shipping Inc,1.91,17,13,7,10,6,7,5,65,0.0,68.0,Moderate,Enter w/ caution,52,12.4,9.8,10.4,68.5,1,,Industrials,21383312.0,116036.57
RLLWF,Reliance Worldwide Corporation Limited,3.22,16,8,13,15,6,1,4,63,1.0,67.0,Moderate,Enter w/ caution,71,5.6,0.9,4.6,66.1,0,,Industrials,1645685376.0,0.0
MRVSY,Minerva SA,3.24,15,14,7,12,7,11,5,71,-2.0,67.0,Moderate,Enter w/ caution,47,12.5,8.0,6.5,62.1,1,,Consumer Defensive,777605504.0,6669.0
DPUKY,Domino’s Pizza Group PLC,5.67,13,13,7,10,6,8,5,62,2.0,67.0,Moderate,Enter w/ caution,61,2.2,-1.9,1.8,58.1,0,,Consumer Cyclical,952894464.0,12323.06
DNLZY,Dyno Nobel Limited,2.92,17,12,4,12,6,11,5,67,-1.0,66.0,Moderate,Enter w/ caution,69,0.7,9.2,7.4,59.5,1,,Basic Materials,4599666688.0,5435.01
RPAY,Repay Holdings Corp,3.95,16,14,11,13,8,4,5,71,-6.0,66.0,Moderate,Enter w/ caution,58,11.0,3.1,5.2,57.5,1,,Technology,327683008.0,1245835.7
GNRV,Grand River Commerce Inc,5.33,12,8,12,10,8,7,4,61,2.0,66.0,Moderate,Enter w/ caution,49,1.5,2.5,1.0,55.9,1,,Financial Services,29915428.0,3200.44
ELCPF,EDP - Energias de Portugal S.A,5.502,17,9,11,10,7,9,5,68,-2.0,66.0,Moderate,Enter w/ caution,63,5.2,6.1,5.1,62.2,1,,Utilities,20090859520.0,0.0
GROY,Gold Royalty Corp.,3.39,15,13,10,7,7,4,4,60,2.0,65.0,Moderate,Enter w/ caution,47,3.4,0.9,2.6,57.7,0,,Basic Materials,717816576.0,3027763.97
GROY-WS,GROY-WS,3.39,15,13,10,7,7,4,4,60,2.0,65.0,Moderate,Enter w/ caution,47,3.4,0.9,2.6,57.7,0,,nan,nan,3029327.72
FSCO,FS Credit Opportunities Corp.,5.33,14,13,11,15,6,7,5,71,-7.0,65.0,Moderate,Enter w/ caution,55,2.5,1.7,2.5,69.0,0,,Financial Services,993143936.0,1592433.38
DSX,Diana Shipping Inc.,3.07,16,8,6,16,6,6,5,63,0.0,64.0,Moderate,Enter w/ caution,64,5.1,2.0,7.4,72.5,0,,Industrials,294029184.0,607667.89
